"run_id","question_id","category","condition","query","retrieved_chunk_ids","retrieved_authority_tags","retrieved_award_years","retrieved_documents","answer","faithfulness","prompt_tokens","completion_tokens","total_tokens","model_name","timestamp"
"50","M2-12","M2","RAG-Standard","How do I know if I qualify for a subsidized loan versus an unsubsidized loan?","chunk_000510 | chunk_001287 | chunk_000501 | chunk_000507 | chunk_001293","federal-primary | federal-outdated | federal-primary | federal-primary | federal-outdated","2025-26 | 2024-25 | 2025-26 | 2025-26 | 2024-25","vol3_ch3_202526.txt | vol3_ch3_202425.txt | vol3_ch3_202526.txt | vol3_ch3_202526.txt | vol3_ch3_202425.txt","To determine if you qualify for a Direct Subsidized Loan versus a Direct Unsubsidized Loan, your eligibility for a Direct Subsidized Loan is based on your financial need, which is calculated by subtracting your Student Aid Index (SAI) from your Cost of Attendance (COA). If you demonstrate financial need, you may qualify for a Direct Subsidized Loan. 

In contrast, eligibility for a Direct Unsubsidized Loan is not based on financial need; it is determined by subtracting other financial assistance (OFA) from the COA. Therefore, you can qualify for a Direct Unsubsidized Loan regardless of your financial need status. 

If you have received a determination of need for a Direct Subsidized Loan that is $200 or less, you may have the option to include that amount as part of a Direct Unsubsidized Loan instead of originating a separate Direct Subsidized Loan.","1.0","2059","183","2242","gpt-4o-mini-2024-07-18","2026-06-12T15:42:03.064937+00:00"
"51","M2-12","M2","RAG-AuthAware","How do I know if I qualify for a subsidized loan versus an unsubsidized loan?","chunk_000510 | chunk_000501 | chunk_000507 | chunk_001287 | chunk_001293","federal-primary | federal-primary | federal-primary | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","vol3_ch3_202526.txt | vol3_ch3_202526.txt | vol3_ch3_202526.txt | vol3_ch3_202425.txt | vol3_ch3_202425.txt","To determine if you qualify for a Direct Subsidized Loan versus a Direct Unsubsidized Loan, your school must first assess your financial need. This is typically done by calculating your Cost of Attendance (COA) and your Student Aid Index (SAI). 

1. **Direct Subsidized Loan**: You qualify for a Direct Subsidized Loan if you demonstrate financial need, which is calculated as COA minus your SAI. If you are eligible, the school will offer you this loan first.

2. **Direct Unsubsidized Loan**: If you do not qualify for a Direct Subsidized Loan, or if you have already received the maximum amount of a Direct Subsidized Loan, you may be eligible for a Direct Unsubsidized Loan. Eligibility for this loan is determined by subtracting any other financial aid (excluding the SAI) from the COA.

In summary, eligibility for a Direct Subsidized Loan is based on financial need, while eligibility for a Direct Unsubsidized Loan is based on the COA minus other financial assistance.","1.0","2059","214","2273","gpt-4o-mini-2024-07-18","2026-06-12T15:42:17.915347+00:00"
"52","M2-13","M2","Baseline-LLM","If my family's financial situation gets worse after I submit my FAFSA, can I get more aid?","","","","","The context does not provide information about what happens if your family's financial situation worsens after submitting the FAFSA. Therefore, I cannot answer your question.","0.0","70","29","99","gpt-4o-mini-2024-07-18","2026-06-12T15:42:18.937083+00:00"
"53","M2-13","M2","RAG-Standard","If my family's financial situation gets worse after I submit my FAFSA, can I get more aid?","chunk_001613 | chunk_001603 | chunk_000001 | chunk_000143 | chunk_000922","professional | federal-consumer | federal-primary | federal-primary | federal-outdated","N/A | 2025-26 | 2025-26 | 2025-26 | 2024-25","nasfaa_about_financial_aid.txt | sap_consumer.txt | avg_ch1_202526.txt | avg_ch5_202526.txt | avg_ch5_202425.txt","Yes, if your family's financial situation worsens after you submit your FAFSA, you may be able to request an adjustment for unusual circumstances. Financial aid administrators have the authority to exercise professional judgment in such cases, which could potentially lead to an increase in your financial aid. You will need to provide documentation to support your request.","1.0","1740","64","1804","gpt-4o-mini-2024-07-18","2026-06-12T15:42:24.469557+00:00"
"54","M2-13","M2","RAG-AuthAware","If my family's financial situation gets worse after I submit my FAFSA, can I get more aid?","chunk_000001 | chunk_000143 | chunk_001603 | chunk_001613 | chunk_000922","federal-primary | federal-primary | federal-consumer | professional | federal-outdated","2025-26 | 2025-26 | 2025-26 | N/A | 2024-25","avg_ch1_202526.txt | avg_ch5_202526.txt | sap_consumer.txt | nasfaa_about_financial_aid.txt | avg_ch5_202425.txt","Yes, if your family's financial situation worsens after you submit your FAFSA, you may be able to request an adjustment for unusual circumstances. Financial aid administrators have the authority to exercise professional judgment during such situations, which may allow for a reassessment of your financial aid eligibility. You will need to provide documentation to support your request.","1.0","1740","65","1805","gpt-4o-mini-2024-07-18","2026-06-12T15:42:30.401246+00:00"
"55","M2-14","M2","Baseline-LLM","Can I get financial aid if I already have a bachelor's degree and I'm going back for a second one?","","","","","The context does not provide specific information about eligibility for financial aid for individuals pursuing a second bachelor's degree. Therefore, I cannot answer your question based on the provided information.","0.0","72","33","105","gpt-4o-mini-2024-07-18","2026-06-12T15:42:31.326503+00:00"
"56","M2-14","M2","RAG-Standard","Can I get financial aid if I already have a bachelor's degree and I'm going back for a second one?","chunk_000173 | chunk_000619 | chunk_001637 | chunk_001603 | chunk_000168","federal-primary | federal-primary | institutional | federal-consumer | federal-primary","2025-26 | 2025-26 | N/A | 2025-26 | 2025-26","vol1_ch1_202526.txt | vol6_ch1_202526.txt | uw_sap.txt | sap_consumer.txt | vol1_ch1_202526.txt","Yes, you can receive Federal Work-Study (FWS) wages to pursue an additional undergraduate degree if you already have a bachelor's degree. However, you will not be eligible for Federal Supplemental Educational Opportunity Grants (FSEOG) since only undergraduate students who do not have a baccalaureate or first professional degree are eligible for FSEOG.","1.0","1629","70","1699","gpt-4o-mini-2024-07-18","2026-06-12T15:42:40.647920+00:00"
"57","M2-14","M2","RAG-AuthAware","Can I get financial aid if I already have a bachelor's degree and I'm going back for a second one?","chunk_000173 | chunk_000619 | chunk_000168 | chunk_001603 | chunk_001637","federal-primary | federal-primary | federal-primary | federal-consumer | institutional","2025-26 | 2025-26 | 2025-26 | 2025-26 | N/A","vol1_ch1_202526.txt | vol6_ch1_202526.txt | vol1_ch1_202526.txt | sap_consumer.txt | uw_sap.txt","Yes, you can receive Federal Work-Study (FWS) wages to pursue an additional undergraduate degree if you already have a bachelor's degree. However, you are not eligible for Federal Supplemental Educational Opportunity Grants (FSEOG) since you have already earned a bachelor's or first professional degree.","1.0","1629","57","1686","gpt-4o-mini-2024-07-18","2026-06-12T15:42:45.049168+00:00"
"58","M2-15","M2","Baseline-LLM","Will getting married change how much financial aid I get?","","","","","The context does not provide specific information about how getting married may affect financial aid. Therefore, I cannot answer your question.","0.0","62","24","86","gpt-4o-mini-2024-07-18","2026-06-12T15:42:45.812655+00:00"
"59","M2-15","M2","RAG-Standard","Will getting married change how much financial aid I get?","chunk_000143 | chunk_000903 | chunk_000023 | chunk_000092 | chunk_000127","federal-primary | federal-outdated | federal-primary | federal-primary | federal-primary","2025-26 | 2024-25 | 2025-26 | 2025-26 | 2025-26","avg_ch5_202526.txt | avg_ch4_202425.txt | avg_ch2_202526.txt | avg_ch3_202526.txt | avg_ch4_202526.txt","Getting married can potentially change how much financial aid you receive, as your marital status affects your dependency status and the information reported on your FAFSA form. If you are a dependent student and your parent marries or remarries, you must update your family size to include the new stepparent, but you would not count the stepparent’s income and assets. If you are an independent student, your spouse's income and assets will be considered in determining your financial aid eligibility. However, the specific impact on your financial aid amount would depend on your overall financial situation and the calculations made by the financial aid administrator.","0.8571","1973","124","2097","gpt-4o-mini-2024-07-18","2026-06-12T15:42:58.567320+00:00"
"60","M2-15","M2","RAG-AuthAware","Will getting married change how much financial aid I get?","chunk_000143 | chunk_000023 | chunk_000092 | chunk_000127 | chunk_000903","federal-primary | federal-primary | federal-primary | federal-primary | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2025-26 | 2024-25","avg_ch5_202526.txt | avg_ch2_202526.txt | avg_ch3_202526.txt | avg_ch4_202526.txt | avg_ch4_202425.txt","The context does not provide enough information to determine if getting married will change how much financial aid you receive. It mentions that marital status can affect dependency status and the information reported on the FAFSA, but it does not specify how this change would impact financial aid amounts.","0.75","1973","52","2025","gpt-4o-mini-2024-07-18","2026-06-12T15:43:05.021644+00:00"
"61","M3-01","M3","Baseline-LLM","Can I get a Pell Grant, a Work-Study job, and a loan all at the same time — and is there a limit to how much I can get total?","","","","","Yes, you can receive a Pell Grant, a Work-Study job, and a loan all at the same time. However, there are limits to how much you can receive in total. The specific amounts depend on your financial need, the cost of attendance at your school, and other factors. It's important to check with your school's financial aid office for details on the limits that apply to your situation.","0.0","86","80","166","gpt-4o-mini-2024-07-18","2026-06-12T15:43:06.482214+00:00"
"62","M3-01","M3","RAG-Standard","Can I get a Pell Grant, a Work-Study job, and a loan all at the same time — and is there a limit to how much I can get total?","chunk_001600 | chunk_001599 | chunk_000773 | chunk_001606 | chunk_001611","federal-consumer | federal-consumer | federal-primary | federal-consumer | federal-consumer","2025-26 | 2025-26 | 2025-26 | 2025-26 | 2025-26","pell_grant.txt | pell_grant.txt | vol7_ch3_202526.txt | subsidized_loans.txt | work_study.txt","Yes, you can receive a Pell Grant, a Work-Study job, and a loan all at the same time. However, there are limits to how much you can receive in total. 

For the Pell Grant, the maximum award for the 2026–27 award year is $7,395, but the amount you receive will depend on various factors such as your Student Aid Index and cost of attendance. 

For Work-Study, your total award depends on when you apply, your level of financial need, and your school's funding level. 

For loans, there are aggregate limits based on your level of education (undergraduate or graduate) and whether you have received subsidized loans. If your total loan amount exceeds the aggregate limit for your level, you won't be eligible for additional loans.

It's important to consult your school's financial aid office for specific details regarding your eligibility and the total amounts you can receive.","0.875","1815","183","1998","gpt-4o-mini-2024-07-18","2026-06-12T15:43:18.127016+00:00"
"63","M3-01","M3","RAG-AuthAware","Can I get a Pell Grant, a Work-Study job, and a loan all at the same time — and is there a limit to how much I can get total?","chunk_000773 | chunk_001600 | chunk_001599 | chunk_001606 | chunk_001611","federal-primary | federal-consumer | federal-consumer | federal-consumer | federal-consumer","2025-26 | 2025-26 | 2025-26 | 2025-26 | 2025-26","vol7_ch3_202526.txt | pell_grant.txt | pell_grant.txt | subsidized_loans.txt | work_study.txt","Yes, you can receive a Pell Grant, a Work-Study job, and a loan all at the same time. However, there are limits to how much you can receive in total. The amount of your Pell Grant will depend on your eligibility and the cost of attendance at your school. For loans, there are aggregate limits based on your level of education (undergraduate or graduate) and whether you have reached the lifetime loan limit. Additionally, your total work-study award will depend on your financial need and your school's funding level. It's important to consult your school's financial aid office for specific details regarding your eligibility and limits.","1.0","1815","124","1939","gpt-4o-mini-2024-07-18","2026-06-12T15:43:27.037713+00:00"
"64","M3-02","M3","Baseline-LLM","What happens to my loans and scholarship if I drop below half-time or withdraw from school?","","","","","The context does not provide specific information about what happens to loans and scholarships if you drop below half-time or withdraw from school. Therefore, I cannot answer your question.","0.0","69","33","102","gpt-4o-mini-2024-07-18","2026-06-12T15:43:28.779315+00:00"
"65","M3-02","M3","RAG-Standard","What happens to my loans and scholarship if I drop below half-time or withdraw from school?","chunk_000602 | chunk_000603 | chunk_001387 | chunk_001386 | chunk_001325","federal-primary | federal-primary | federal-outdated | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2024-25","vol5_ch1_202526.txt | vol5_ch1_202526.txt | vol5_ch1_202425.txt | vol5_ch1_202425.txt | vol5_ch1_202425.txt","The context provided does not contain specific information about the impact on scholarships if you drop below half-time or withdraw from school. However, it does explain that if you withdraw from a non-term credit-hour or clock-hour program and then re-enter the same program within 180 days, you may regain eligibility for Title IV aid, including loans, as if you had not ceased attendance. If you received a Direct Loan and withdraw but re-enroll before the grace period expires, you regain in-school status and will receive a full grace period upon graduation or ceasing half-time enrollment. 

For detailed information regarding scholarships, you would need to consult your school's financial aid office or the specific scholarship guidelines.","0.8","1792","137","1929","gpt-4o-mini-2024-07-18","2026-06-12T15:43:36.867563+00:00"
"66","M3-02","M3","RAG-AuthAware","What happens to my loans and scholarship if I drop below half-time or withdraw from school?","chunk_000602 | chunk_000603 | chunk_001387 | chunk_001386 | chunk_001325","federal-primary | federal-primary | federal-outdated | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2024-25","vol5_ch1_202526.txt | vol5_ch1_202526.txt | vol5_ch1_202425.txt | vol5_ch1_202425.txt | vol5_ch1_202425.txt","The context does not provide specific information about the impact on scholarships if you drop below half-time or withdraw from school. However, it does mention that if you withdraw from a program and then re-enter within 180 days, you may regain in-school status for Direct Loans if you enroll at least half-time before the grace period expires. Additionally, if you received a Direct Loan and withdraw after the first disbursement but before the second, the school must extend the loan period and reschedule the second disbursement, holding you to the same disbursement requirements as initially applied. 

For a complete understanding of how dropping below half-time or withdrawing affects your loans and scholarships, you may need to consult your school's financial aid office or the specific terms of your scholarship.","1.0","1792","153","1945","gpt-4o-mini-2024-07-18","2026-06-12T15:43:45.161766+00:00"
"67","M3-03","M3","Baseline-LLM","I'm the first in my family to go to college and my parents don't file taxes — how does that affect my FAFSA and my aid?","","","","","If your parents do not file taxes, you can still complete the FAFSA. You will need to indicate that your parents did not file taxes on the form. In this case, you may be required to provide additional documentation to verify your family's income, such as a signed statement from your parents or other financial records. This situation may affect your eligibility for certain types of aid, but you can still apply for federal student aid. It's important to check with your school's financial aid office for specific guidance on how to proceed.","0.0","78","102","180","gpt-4o-mini-2024-07-18","2026-06-12T15:43:48.020597+00:00"
"68","M3-03","M3","RAG-Standard","I'm the first in my family to go to college and my parents don't file taxes — how does that affect my FAFSA and my aid?","chunk_000143 | chunk_000082 | chunk_000857 | chunk_000072 | chunk_001613","federal-primary | federal-primary | federal-outdated | federal-primary | professional","2025-26 | 2025-26 | 2024-25 | 2025-26 | N/A","avg_ch5_202526.txt | avg_ch3_202526.txt | avg_ch3_202425.txt | avg_ch2_202526.txt | nasfaa_about_financial_aid.txt","The context does not provide specific information about how not filing taxes affects your FAFSA and financial aid eligibility. Therefore, I cannot answer your question clearly based on the provided information.","1.0","2006","34","2040","gpt-4o-mini-2024-07-18","2026-06-12T15:43:56.836267+00:00"
"69","M3-03","M3","RAG-AuthAware","I'm the first in my family to go to college and my parents don't file taxes — how does that affect my FAFSA and my aid?","chunk_000143 | chunk_000082 | chunk_000072 | chunk_001613 | chunk_000857","federal-primary | federal-primary | federal-primary | professional | federal-outdated","2025-26 | 2025-26 | 2025-26 | N/A | 2024-25","avg_ch5_202526.txt | avg_ch3_202526.txt | avg_ch2_202526.txt | nasfaa_about_financial_aid.txt | avg_ch3_202425.txt","The context does not provide specific information about how not filing taxes affects your FAFSA and aid eligibility. Therefore, I cannot answer your question clearly based on the provided information.","1.0","2006","33","2039","gpt-4o-mini-2024-07-18","2026-06-12T15:43:58.473505+00:00"
"70","M3-04","M3","Baseline-LLM","Can I appeal if my financial aid gets cut off because of my grades?","","","","","The context does not provide information about appealing financial aid decisions related to grades. Therefore, I cannot answer your question.","0.0","66","23","89","gpt-4o-mini-2024-07-18","2026-06-12T15:43:59.492092+00:00"
"71","M3-04","M3","RAG-Standard","Can I appeal if my financial aid gets cut off because of my grades?","chunk_001639 | chunk_001636 | chunk_001632 | chunk_000203 | chunk_000204","institutional | institutional | institutional | federal-primary | federal-primary","N/A | N/A | N/A | 2025-26 | 2025-26","uw_sap.txt | uw_sap.txt | umich_sap.txt | vol1_ch1_202526.txt | vol1_ch1_202526.txt","Yes, you can appeal if your financial aid gets cut off because you did not meet the progress requirements due to special circumstances. You will need to demonstrate unusual circumstances beyond your control and explain what has changed in your situation. If your appeal is approved, you may need to meet the requirements of an individual academic plan to continue receiving financial aid.","1.0","1666","68","1734","gpt-4o-mini-2024-07-18","2026-06-12T15:44:08.918382+00:00"
"72","M3-04","M3","RAG-AuthAware","Can I appeal if my financial aid gets cut off because of my grades?","chunk_000203 | chunk_000204 | chunk_001639 | chunk_001636 | chunk_001632","federal-primary | federal-primary | institutional | institutional | institutional","2025-26 | 2025-26 | N/A | N/A | N/A","vol1_ch1_202526.txt | vol1_ch1_202526.txt | uw_sap.txt | uw_sap.txt | umich_sap.txt","Yes, you can appeal if your financial aid gets cut off because of your grades. You will need to demonstrate unusual circumstances beyond your control that are not likely to recur in the immediate future and explain what has changed in your situation so that you will now be able to make academic progress. If your appeal is approved, you will need to meet the requirements of an individual academic plan to continue receiving financial aid.","1.0","1666","81","1747","gpt-4o-mini-2024-07-18","2026-06-12T15:44:15.050648+00:00"
"73","M3-05","M3","Baseline-LLM","How is the amount of my financial aid package decided — who decides what I get?","","","","","The amount of your financial aid package is determined by the financial aid office at your school. They consider various factors, including your financial need, the cost of attendance, and the availability of funds.","0.0","68","39","107","gpt-4o-mini-2024-07-18","2026-06-12T15:44:15.911315+00:00"
"74","M3-05","M3","RAG-Standard","How is the amount of my financial aid package decided — who decides what I get?","chunk_001595 | chunk_000530 | chunk_001281 | chunk_000495 | chunk_001290","federal-consumer | federal-primary | federal-outdated | federal-primary | federal-outdated","2025-26 | 2025-26 | 2024-25 | 2025-26 | 2024-25","how_aid_calculated.txt | vol3_ch3_202526.txt | vol3_ch3_202425.txt | vol3_ch3_202526.txt | vol3_ch3_202425.txt","The financial aid office at your college or career school determines how much aid you are eligible to receive. They start by calculating your cost of attendance (COA) and then review your Student Aid Index (SAI). They subtract your SAI from your COA to determine your financial need and how much need-based aid you can receive.","1.0","1846","67","1913","gpt-4o-mini-2024-07-18","2026-06-12T15:44:23.147983+00:00"
"75","M3-05","M3","RAG-AuthAware","How is the amount of my financial aid package decided — who decides what I get?","chunk_000530 | chunk_000495 | chunk_001595 | chunk_001281 | chunk_001290","federal-primary | federal-primary | federal-consumer | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","vol3_ch3_202526.txt | vol3_ch3_202526.txt | how_aid_calculated.txt | vol3_ch3_202425.txt | vol3_ch3_202425.txt","The financial aid office at your college or career school determines how much aid you are eligible to receive. They use several pieces of information, including your Student Aid Index (SAI), your year in school, your enrollment status, and the cost of attendance (COA) at the school you will be attending.","1.0","1846","62","1908","gpt-4o-mini-2024-07-18","2026-06-12T15:44:30.732370+00:00"
"76","M3-06","M3","Baseline-LLM","My financial aid refund check is late — when is the school supposed to pay me and what are my rights?","","","","","The context provided does not contain specific information about the timing of financial aid refund checks or your rights regarding them. Therefore, I cannot provide an answer to your question.","0.0","73","33","106","gpt-4o-mini-2024-07-18","2026-06-12T15:44:31.768765+00:00"
"77","M3-06","M3","RAG-Standard","My financial aid refund check is late — when is the school supposed to pay me and what are my rights?","chunk_000125 | chunk_000135 | chunk_000910 | chunk_000901 | chunk_001571","federal-primary | federal-primary | federal-outdated | federal-outdated | federal-consumer","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2025-26","avg_ch4_202526.txt | avg_ch4_202526.txt | avg_ch4_202425.txt | avg_ch4_202425.txt | fafsa_deadlines.txt","The context does not provide specific information about the timing of financial aid refund checks or your rights regarding late payments. Therefore, I cannot answer your question clearly based on the provided information.","1.0","1987","36","2023","gpt-4o-mini-2024-07-18","2026-06-12T15:44:34.511427+00:00"
"78","M3-06","M3","RAG-AuthAware","My financial aid refund check is late — when is the school supposed to pay me and what are my rights?","chunk_000125 | chunk_000135 | chunk_001571 | chunk_000910 | chunk_000901","federal-primary | federal-primary | federal-consumer | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","avg_ch4_202526.txt | avg_ch4_202526.txt | fafsa_deadlines.txt | avg_ch4_202425.txt | avg_ch4_202425.txt","The context provided does not contain specific information about the timing of financial aid refund checks or the rights of students regarding late payments. Therefore, I cannot answer your question based on the information available.","1.0","1987","38","2025","gpt-4o-mini-2024-07-18","2026-06-12T15:44:36.719482+00:00"
"79","M3-07","M3","Baseline-LLM","Can I use financial aid to pay for an online degree program?","","","","","The context does not provide information about using financial aid for online degree programs. Therefore, I cannot answer your question.","0.0","64","23","87","gpt-4o-mini-2024-07-18","2026-06-12T15:44:37.795954+00:00"
"80","M3-07","M3","RAG-Standard","Can I use financial aid to pay for an online degree program?","chunk_001597 | chunk_001598 | chunk_000944 | chunk_001520 | chunk_000619","federal-consumer | federal-consumer | federal-outdated | federal-outdated | federal-primary","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2025-26","how_aid_calculated.txt | pell_grant.txt | vol1_ch1_202425.txt | vol6_intro_202425.txt | vol6_ch1_202526.txt","The context does not provide enough information to answer whether financial aid can be used to pay for an online degree program.","1.0","1701","23","1724","gpt-4o-mini-2024-07-18","2026-06-12T15:44:39.254510+00:00"
"81","M3-07","M3","RAG-AuthAware","Can I use financial aid to pay for an online degree program?","chunk_000619 | chunk_001597 | chunk_001598 | chunk_000944 | chunk_001520","federal-primary | federal-consumer | federal-consumer | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","vol6_ch1_202526.txt | how_aid_calculated.txt | pell_grant.txt | vol1_ch1_202425.txt | vol6_intro_202425.txt","The context does not provide specific information about the eligibility of financial aid for online degree programs. Therefore, I cannot answer your question clearly based on the provided information.","1.0","1701","32","1733","gpt-4o-mini-2024-07-18","2026-06-12T15:44:40.905712+00:00"
"82","M3-08","M3","Baseline-LLM","I got more financial aid than I needed and spent it — do I have to pay any of it back if I withdraw?","","","","","The context does not provide specific information about the repayment of financial aid if you withdraw after receiving more aid than needed. Therefore, I cannot answer your question.","0.0","76","31","107","gpt-4o-mini-2024-07-18","2026-06-12T15:44:42.096669+00:00"
"83","M3-08","M3","RAG-Standard","I got more financial aid than I needed and spent it — do I have to pay any of it back if I withdraw?","chunk_001632 | chunk_001325 | chunk_000537 | chunk_001399 | chunk_001322","institutional | federal-outdated | federal-primary | federal-outdated | federal-outdated","N/A | 2024-25 | 2025-26 | 2024-25 | 2024-25","umich_sap.txt | vol5_ch1_202425.txt | vol5_ch1_202526.txt | vol5_intro_202425.txt | vol5_ch1_202425.txt","If you received more financial aid than you were eligible for, this is considered an overpayment. When you withdraw from a payment period or period of enrollment, the school must determine the amount of Title IV funds you have earned based on the time you spent in attendance. If you withdraw completely, you may have to repay any unearned Title IV funds. Therefore, whether you have to pay back any of the financial aid depends on the specific circumstances of your withdrawal and the amount of aid you earned.","1.0","1792","99","1891","gpt-4o-mini-2024-07-18","2026-06-12T15:44:49.132157+00:00"
"84","M3-08","M3","RAG-AuthAware","I got more financial aid than I needed and spent it — do I have to pay any of it back if I withdraw?","chunk_000537 | chunk_001632 | chunk_001325 | chunk_001399 | chunk_001322","federal-primary | institutional | federal-outdated | federal-outdated | federal-outdated","2025-26 | N/A | 2024-25 | 2024-25 | 2024-25","vol5_ch1_202526.txt | umich_sap.txt | vol5_ch1_202425.txt | vol5_intro_202425.txt | vol5_ch1_202425.txt","If you received more financial aid than you were eligible for and then withdrew, you may be required to repay some of the aid. This situation is referred to as an overpayment, which can occur when a student completely withdraws from a payment period or period of enrollment. The school will determine the amount of Title IV funds you earned based on the time you spent in attendance, and if you received more aid than you earned, you may need to repay the excess amount.","0.8","1792","94","1886","gpt-4o-mini-2024-07-18","2026-06-12T15:44:56.188983+00:00"
"85","M3-09","M3","Baseline-LLM","My school put me on academic probation — is that the same as losing my financial aid?","","","","","The context does not provide information about the relationship between academic probation and financial aid status. Therefore, I cannot answer your question.","0.0","69","25","94","gpt-4o-mini-2024-07-18","2026-06-12T15:44:56.970259+00:00"
"86","M3-09","M3","RAG-Standard","My school put me on academic probation — is that the same as losing my financial aid?","chunk_001630 | chunk_001632 | chunk_000976 | chunk_001602 | chunk_001373","institutional | institutional | federal-outdated | federal-consumer | federal-outdated","N/A | N/A | 2024-25 | 2025-26 | 2024-25","umich_sap.txt | umich_sap.txt | vol1_ch1_202425.txt | sap_consumer.txt | vol5_ch1_202425.txt","No, being placed on academic probation by your school is not the same as losing your financial aid. Academic probation and financial aid probation are different statuses. However, if you do not meet the terms of financial aid probation, you may lose your financial aid eligibility in subsequent semesters.","1.0","1733","55","1788","gpt-4o-mini-2024-07-18","2026-06-12T15:45:01.324420+00:00"
"87","M3-09","M3","RAG-AuthAware","My school put me on academic probation — is that the same as losing my financial aid?","chunk_001602 | chunk_001630 | chunk_001632 | chunk_000976 | chunk_001373","federal-consumer | institutional | institutional | federal-outdated | federal-outdated","2025-26 | N/A | N/A | 2024-25 | 2024-25","sap_consumer.txt | umich_sap.txt | umich_sap.txt | vol1_ch1_202425.txt | vol5_ch1_202425.txt","No, being on academic probation is not the same as losing your financial aid. Academic probation is a status assigned by your school, while financial aid probation is a separate status related to your financial aid eligibility. You may be on both types of probation at the same time, but they are different. If you do not meet the terms of financial aid probation, then you may lose your financial aid in subsequent semesters.","1.0","1733","82","1815","gpt-4o-mini-2024-07-18","2026-06-12T15:45:07.771734+00:00"
"88","M3-10","M3","Baseline-LLM","I'm getting married and my spouse has a lot of student loan debt — will that affect my financial aid?","","","","","The context does not provide specific information about how your spouse's student loan debt will affect your financial aid. Therefore, I cannot answer your question clearly.","0.0","72","30","102","gpt-4o-mini-2024-07-18","2026-06-12T15:45:09.194402+00:00"
"89","M3-10","M3","RAG-Standard","I'm getting married and my spouse has a lot of student loan debt — will that affect my financial aid?","chunk_000143 | chunk_000839 | chunk_000062 | chunk_000092 | chunk_000867","federal-primary | federal-outdated | federal-primary | federal-primary | federal-outdated","2025-26 | 2024-25 | 2025-26 | 2025-26 | 2024-25","avg_ch5_202526.txt | avg_ch2_202425.txt | avg_ch2_202526.txt | avg_ch3_202526.txt | avg_ch3_202425.txt","The context provided does not contain specific information about how your spouse's student loan debt will affect your financial aid. Therefore, I cannot answer your question clearly based on the information available.","1.0","2048","36","2084","gpt-4o-mini-2024-07-18","2026-06-12T15:45:10.699973+00:00"
"90","M3-10","M3","RAG-AuthAware","I'm getting married and my spouse has a lot of student loan debt — will that affect my financial aid?","chunk_000143 | chunk_000062 | chunk_000092 | chunk_000839 | chunk_000867","federal-primary | federal-primary | federal-primary | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","avg_ch5_202526.txt | avg_ch2_202526.txt | avg_ch3_202526.txt | avg_ch2_202425.txt | avg_ch3_202425.txt","The context provided does not contain specific information about how your spouse's student loan debt will affect your financial aid. Therefore, I cannot answer your question clearly based on the information available.","1.0","2048","36","2084","gpt-4o-mini-2024-07-18","2026-06-12T15:45:12.170070+00:00"
"91","S-01","S","Baseline-LLM","What is the maximum Pell Grant I can get for the 2025-26 school year?","","","","","The context does not provide information about the maximum Pell Grant for the 2025-26 school year.","0.0","70","21","91","gpt-4o-mini-2024-07-18","2026-06-12T15:31:03.402450+00:00"
"92","S-01","S","RAG-Standard","What is the maximum Pell Grant I can get for the 2025-26 school year?","chunk_001599 | chunk_000752 | chunk_001536 | chunk_001535 | chunk_000783","federal-consumer | federal-primary | federal-outdated | federal-outdated | federal-primary","2025-26 | 2025-26 | 2024-25 | 2024-25 | 2025-26","pell_grant.txt | vol7_ch2_202526.txt | vol7_ch2_202425.txt | vol7_ch2_202425.txt | vol7_intro_202526.txt","The maximum Federal Pell Grant award for the 2025-26 school year is $7,395.","0.0","2039","21","2060","gpt-4o-mini-2024-07-18","2026-06-12T15:31:08.892067+00:00"
"93","S-01","S","RAG-AuthAware","What is the maximum Pell Grant I can get for the 2025-26 school year?","chunk_000752 | chunk_000783 | chunk_001599 | chunk_001536 | chunk_001535","federal-primary | federal-primary | federal-consumer | federal-outdated | federal-outdated","2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25","vol7_ch2_202526.txt | vol7_intro_202526.txt | pell_grant.txt | vol7_ch2_202425.txt | vol7_ch2_202425.txt","The maximum Pell Grant award amount for the 2025-26 school year has not been specified in the provided context. The Department will announce the maximum Pell Grant award amount for that award year when it is available.","1.0","2039","43","2082","gpt-4o-mini-2024-07-18","2026-06-12T15:31:12.967181+00:00"
