run_id,question_id,category,condition,query,retrieved_chunk_ids,retrieved_authority_tags,retrieved_award_years,retrieved_documents,answer,faithfulness,prompt_tokens,completion_tokens,total_tokens,model_name,timestamp
105,M3-05,M3,RAG-AuthAware,How is the amount of my financial aid package decided — who decides what I get?,chunk_000530 | chunk_000495 | chunk_001595 | chunk_001281 | chunk_001290,federal-primary | federal-primary | federal-consumer | federal-outdated | federal-outdated,2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25,vol3_ch3_202526.txt | vol3_ch3_202526.txt | how_aid_calculated.txt | vol3_ch3_202425.txt | vol3_ch3_202425.txt,"The financial aid office at your college or career school determines how much aid you are eligible to receive. They use several pieces of information, including your Student Aid Index (SAI), your year in school, your enrollment status, and the cost of attendance (COA) at the school you will be attending.",1.0,1846,62,1908,gpt-4o-mini-2024-07-18,2026-06-12T15:44:30.732370+00:00
106,M3-06,M3,Baseline-LLM,My financial aid refund check is late — when is the school supposed to pay me and what are my rights?,,,,,"The context provided does not contain specific information about the timing of financial aid refund checks or your rights regarding them. Therefore, I cannot provide an answer to your question.",0.0,73,33,106,gpt-4o-mini-2024-07-18,2026-06-12T15:44:31.768765+00:00
107,M3-06,M3,RAG-Standard,My financial aid refund check is late — when is the school supposed to pay me and what are my rights?,chunk_000125 | chunk_000135 | chunk_000910 | chunk_000901 | chunk_001571,federal-primary | federal-primary | federal-outdated | federal-outdated | federal-consumer,2025-26 | 2025-26 | 2024-25 | 2024-25 | 2025-26,avg_ch4_202526.txt | avg_ch4_202526.txt | avg_ch4_202425.txt | avg_ch4_202425.txt | fafsa_deadlines.txt,"The context does not provide specific information about the timing of financial aid refund checks or your rights regarding late payments. Therefore, I cannot answer your question clearly based on the provided information.",1.0,1987,36,2023,gpt-4o-mini-2024-07-18,2026-06-12T15:44:34.511427+00:00
108,M3-06,M3,RAG-AuthAware,My financial aid refund check is late — when is the school supposed to pay me and what are my rights?,chunk_000125 | chunk_000135 | chunk_001571 | chunk_000910 | chunk_000901,federal-primary | federal-primary | federal-consumer | federal-outdated | federal-outdated,2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25,avg_ch4_202526.txt | avg_ch4_202526.txt | fafsa_deadlines.txt | avg_ch4_202425.txt | avg_ch4_202425.txt,"The context provided does not contain specific information about the timing of financial aid refund checks or the rights of students regarding late payments. Therefore, I cannot answer your question based on the information available.",1.0,1987,38,2025,gpt-4o-mini-2024-07-18,2026-06-12T15:44:36.719482+00:00
109,M3-07,M3,Baseline-LLM,Can I use financial aid to pay for an online degree program?,,,,,"The context does not provide information about using financial aid for online degree programs. Therefore, I cannot answer your question.",0.0,64,23,87,gpt-4o-mini-2024-07-18,2026-06-12T15:44:37.795954+00:00
110,M3-07,M3,RAG-Standard,Can I use financial aid to pay for an online degree program?,chunk_001597 | chunk_001598 | chunk_000944 | chunk_001520 | chunk_000619,federal-consumer | federal-consumer | federal-outdated | federal-outdated | federal-primary,2025-26 | 2025-26 | 2024-25 | 2024-25 | 2025-26,how_aid_calculated.txt | pell_grant.txt | vol1_ch1_202425.txt | vol6_intro_202425.txt | vol6_ch1_202526.txt,The context does not provide enough information to answer whether financial aid can be used to pay for an online degree program.,1.0,1701,23,1724,gpt-4o-mini-2024-07-18,2026-06-12T15:44:39.254510+00:00
111,M3-07,M3,RAG-AuthAware,Can I use financial aid to pay for an online degree program?,chunk_000619 | chunk_001597 | chunk_001598 | chunk_000944 | chunk_001520,federal-primary | federal-consumer | federal-consumer | federal-outdated | federal-outdated,2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25,vol6_ch1_202526.txt | how_aid_calculated.txt | pell_grant.txt | vol1_ch1_202425.txt | vol6_intro_202425.txt,"The context does not provide specific information about the eligibility of financial aid for online degree programs. Therefore, I cannot answer your question clearly based on the provided information.",1.0,1701,32,1733,gpt-4o-mini-2024-07-18,2026-06-12T15:44:40.905712+00:00
112,M3-08,M3,Baseline-LLM,I got more financial aid than I needed and spent it — do I have to pay any of it back if I withdraw?,,,,,"The context does not provide specific information about the repayment of financial aid if you withdraw after receiving more aid than needed. Therefore, I cannot answer your question.",0.0,76,31,107,gpt-4o-mini-2024-07-18,2026-06-12T15:44:42.096669+00:00
113,M3-08,M3,RAG-Standard,I got more financial aid than I needed and spent it — do I have to pay any of it back if I withdraw?,chunk_001632 | chunk_001325 | chunk_000537 | chunk_001399 | chunk_001322,institutional | federal-outdated | federal-primary | federal-outdated | federal-outdated,N/A | 2024-25 | 2025-26 | 2024-25 | 2024-25,umich_sap.txt | vol5_ch1_202425.txt | vol5_ch1_202526.txt | vol5_intro_202425.txt | vol5_ch1_202425.txt,"If you received more financial aid than you were eligible for, this is considered an overpayment. When you withdraw from a payment period or period of enrollment, the school must determine the amount of Title IV funds you have earned based on the time you spent in attendance. If you withdraw completely, you may have to repay any unearned Title IV funds. Therefore, whether you have to pay back any of the financial aid depends on the specific circumstances of your withdrawal and the amount of aid you earned.",1.0,1792,99,1891,gpt-4o-mini-2024-07-18,2026-06-12T15:44:49.132157+00:00
114,M3-08,M3,RAG-AuthAware,I got more financial aid than I needed and spent it — do I have to pay any of it back if I withdraw?,chunk_000537 | chunk_001632 | chunk_001325 | chunk_001399 | chunk_001322,federal-primary | institutional | federal-outdated | federal-outdated | federal-outdated,2025-26 | N/A | 2024-25 | 2024-25 | 2024-25,vol5_ch1_202526.txt | umich_sap.txt | vol5_ch1_202425.txt | vol5_intro_202425.txt | vol5_ch1_202425.txt,"If you received more financial aid than you were eligible for and then withdrew, you may be required to repay some of the aid. This situation is referred to as an overpayment, which can occur when a student completely withdraws from a payment period or period of enrollment. The school will determine the amount of Title IV funds you earned based on the time you spent in attendance, and if you received more aid than you earned, you may need to repay the excess amount.",0.8,1792,94,1886,gpt-4o-mini-2024-07-18,2026-06-12T15:44:56.188983+00:00
115,M3-09,M3,Baseline-LLM,My school put me on academic probation — is that the same as losing my financial aid?,,,,,"The context does not provide information about the relationship between academic probation and financial aid status. Therefore, I cannot answer your question.",0.0,69,25,94,gpt-4o-mini-2024-07-18,2026-06-12T15:44:56.970259+00:00
116,M3-09,M3,RAG-Standard,My school put me on academic probation — is that the same as losing my financial aid?,chunk_001630 | chunk_001632 | chunk_000976 | chunk_001602 | chunk_001373,institutional | institutional | federal-outdated | federal-consumer | federal-outdated,N/A | N/A | 2024-25 | 2025-26 | 2024-25,umich_sap.txt | umich_sap.txt | vol1_ch1_202425.txt | sap_consumer.txt | vol5_ch1_202425.txt,"No, being placed on academic probation by your school is not the same as losing your financial aid. Academic probation and financial aid probation are different statuses. However, if you do not meet the terms of financial aid probation, you may lose your financial aid eligibility in subsequent semesters.",1.0,1733,55,1788,gpt-4o-mini-2024-07-18,2026-06-12T15:45:01.324420+00:00
117,M3-09,M3,RAG-AuthAware,My school put me on academic probation — is that the same as losing my financial aid?,chunk_001602 | chunk_001630 | chunk_001632 | chunk_000976 | chunk_001373,federal-consumer | institutional | institutional | federal-outdated | federal-outdated,2025-26 | N/A | N/A | 2024-25 | 2024-25,sap_consumer.txt | umich_sap.txt | umich_sap.txt | vol1_ch1_202425.txt | vol5_ch1_202425.txt,"No, being on academic probation is not the same as losing your financial aid. Academic probation is a status assigned by your school, while financial aid probation is a separate status related to your financial aid eligibility. You may be on both types of probation at the same time, but they are different. If you do not meet the terms of financial aid probation, then you may lose your financial aid in subsequent semesters.",1.0,1733,82,1815,gpt-4o-mini-2024-07-18,2026-06-12T15:45:07.771734+00:00
118,M3-10,M3,Baseline-LLM,I'm getting married and my spouse has a lot of student loan debt — will that affect my financial aid?,,,,,"The context does not provide specific information about how your spouse's student loan debt will affect your financial aid. Therefore, I cannot answer your question clearly.",0.0,72,30,102,gpt-4o-mini-2024-07-18,2026-06-12T15:45:09.194402+00:00
119,M3-10,M3,RAG-Standard,I'm getting married and my spouse has a lot of student loan debt — will that affect my financial aid?,chunk_000143 | chunk_000839 | chunk_000062 | chunk_000092 | chunk_000867,federal-primary | federal-outdated | federal-primary | federal-primary | federal-outdated,2025-26 | 2024-25 | 2025-26 | 2025-26 | 2024-25,avg_ch5_202526.txt | avg_ch2_202425.txt | avg_ch2_202526.txt | avg_ch3_202526.txt | avg_ch3_202425.txt,"The context provided does not contain specific information about how your spouse's student loan debt will affect your financial aid. Therefore, I cannot answer your question clearly based on the information available.",1.0,2048,36,2084,gpt-4o-mini-2024-07-18,2026-06-12T15:45:10.699973+00:00
120,M3-10,M3,RAG-AuthAware,I'm getting married and my spouse has a lot of student loan debt — will that affect my financial aid?,chunk_000143 | chunk_000062 | chunk_000092 | chunk_000839 | chunk_000867,federal-primary | federal-primary | federal-primary | federal-outdated | federal-outdated,2025-26 | 2025-26 | 2025-26 | 2024-25 | 2024-25,avg_ch5_202526.txt | avg_ch2_202526.txt | avg_ch3_202526.txt | avg_ch2_202425.txt | avg_ch3_202425.txt,"The context provided does not contain specific information about how your spouse's student loan debt will affect your financial aid. Therefore, I cannot answer your question clearly based on the information available.",1.0,2048,36,2084,gpt-4o-mini-2024-07-18,2026-06-12T15:45:12.170070+00:00
